
12.400352, 170
0.270479, 163
0.130133, 168
2.595481, 172
0.241586, 169
0.369381, 174
0.5487, 172
1.349389, 174
0.336859, 170
0.359098, 185
0.560757, 169
5.089492, 868
3.73165, 871
4.313268, 871
3.007095, 857
3.678764, 881
15.114302, 875
1.98362, 878
5.691826, 862
3.301846, 870
27.051849, 897
0.185976, 176
0.221311, 173
17.307462, 1778
6.715011, 1775
7.728096, 1810
8.152554, 1786
8.883754, 1746
17.081809, 1757
30.401535, 1795
3.869674, 1681
18.119064, 1754
8.749081, 1763
7.73431, 1775
7.718242, 1750
9.20162, 1754
4.826589, 1789
238.166513, 1738
18.516875, 1731
7.872307, 1738
7.813685, 1768
9.464676, 1740
5.768345, 1782
7.767723, 1759
28.993534, 1727
27.729915, 1739
5.882188, 1758
9.289659, 1753
6.749012, 1726
7.819286, 1791
8.872616, 1778
124.100374, 1776
5.860138, 1726
28.238184, 1757
6.743633, 1800
8.693628, 1720
8.016412, 1765
6.823903, 1746
28.710833, 1760
8.256832, 1775
6.750387, 1741
18.119775, 1798
16.60133, 1773
7.766268, 1783
8.583232, 1804
29.136462, 1835
5.752599, 1726
8.685471, 1711
17.652871, 1734
6.927976, 1735
18.568122, 1794
9.528675, 1773
5.816265, 1784
28.477196, 1780
8.97677, 1789
16.675241, 1792
8.853495, 1796
9.054618, 1785
6.798082, 1763
16.38341, 1825
29.387623, 1773
8.861193, 1754
16.394243, 1771
9.368389, 1769
5.8043, 1832
7.883773, 1787
9.155274, 1802
239.89121, 1780
6.785502, 1720
18.548285, 1737
5.749619, 1779
8.680845, 1720
8.037561, 1777
7.758897, 1742
28.929879, 1721
17.270443, 1723
6.834855, 1763
18.752646, 1764
8.025123, 1743
7.960823, 1808
7.660806, 1767
31.170892, 1773
6.454968, 1757
8.785493, 1736
28.12299, 1789
5.943764, 1750
8.794364, 1740
9.328558, 1771
5.787496, 1738
125.962372, 1758
8.998788, 1768
5.909041, 1800
27.712774, 1786
8.95694, 1728
6.662163, 1784
7.710413, 1772
27.903657, 1699
8.107929, 1707
7.768941, 1743
18.532527, 1722
6.67153, 1718
16.463341, 1763
7.982208, 1718
0.007348, 17
0.004469, 16
2.794943, 166
0.147463, 161
0.359484, 166
0.57492, 162
0.266162, 183
0.581756, 173
0.362453, 172
0.279931, 179
1.470993, 167
0.491492, 179
1.445987, 166
0.181319, 176
24.295785, 185
0.242215, 198
0.282812, 178
0.689267, 190
0.169625, 175
1.58551, 179
0.372121, 175
0.242405, 186
0.497653, 178
0.470052, 176
8.95118, 1800
9.019169, 1813
16.502118, 1782
8.806376, 1740
6.829183, 1752
16.817695, 1798
29.13535, 1722
9.298071, 1708
7.214291, 1765
18.660835, 1767
6.080301, 1771
8.376038, 1709
7.790287, 1795
251.245175, 1741
8.125337, 1709
8.352937, 1773
6.197496, 1784
19.236717, 1726
7.008452, 1740
9.57834, 1741
30.349318, 1722
16.631669, 1708
6.765546, 1756
8.885377, 1771
16.378077, 1769
8.971654, 1731
9.209544, 1726
28.299366, 1791
5.890363, 1774
8.855546, 1741
18.413704, 1797
16.583617, 1772
7.981, 1793
8.827787, 1790
5.796635, 1830
29.031505, 1769
8.73255, 1761
8.974234, 1805
24.999995, 1773
8.77265, 1735
6.726003, 1771
8.117543, 1780
121.91416, 1722
9.090442, 1707
8.023754, 1736
8.672562, 1779
6.719734, 1729
25.330318, 1714
9.100725, 1760
29.398537, 1752
8.824315, 1747
7.825174, 1750
6.719416, 1788
8.13805, 1784
16.344411, 1726
18.545176, 1741
28.904562, 1753
7.794913, 1721
5.815511, 1756
8.972158, 1825
6.857082, 1816
18.536133, 1715
8.968879, 1755
238.964329, 1757
